0.000128465,5044,5044
0.0001381,5044,5044
0.00014705,5044,5044
0.000140518,5044,5044
0.00013544,5044,5044
0.000114025,5044,5044
0.000129521,5044,5044
0.000137512,5044,5044
0.000124291,5044,5044
0.000130839,5044,5044
0.00173028,75410,75410
0.00153303,75410,75410
0.00148622,75410,75410
0.00181811,75410,75410
0.00134752,75410,75410
0.00134413,75410,75410
0.00125464,75410,75410
0.00145071,75410,75410
0.00144643,75410,75410
0.0017568,75410,75410
0.0229125,952186,952186
0.0203616,952186,952186
0.0199591,952186,952186
0.0208887,952186,952186
0.0225601,952186,952186
0.0216398,952186,952186
0.0204682,952186,952186
0.0206439,952186,952186
0.0214788,952186,952186
0.0230177,952186,952186
