0.000206295,8735,8735
0.000200813,8735,8735
0.00019043,8735,8735
0.00179462,8735,8735
0.000186196,8735,8735
0.000181031,8735,8735
0.000178658,8735,8735
0.000193505,8735,8735
0.000157966,8735,8735
0.000193409,8735,8735
0.00265711,120544,120544
0.00258517,120544,120544
0.0025489,120544,120544
0.00259567,120544,120544
0.00263483,120544,120544
0.00275586,120544,120544
0.00241938,120544,120544
0.00243757,120544,120544
0.00244313,120544,120544
0.00235554,120544,120544
0.0308977,1536173,1536173
0.0328241,1536173,1536173
0.0313116,1536173,1536173
0.0331285,1536173,1536173
0.0338902,1536173,1536173
0.0326202,1536173,1536173
0.0366756,1536173,1536173
0.0349893,1536173,1536173
0.0356579,1536173,1536173
0.0379039,1536173,1536173
