0.000209048,8735,8735
0.000221539,8735,8735
0.000193792,8735,8735
0.000199615,8735,8735
0.000193098,8735,8735
0.000168984,8735,8735
0.000187296,8735,8735
0.000188722,8735,8735
0.000172089,8735,8735
0.00015853,8735,8735
0.00264632,120544,120544
0.00315577,120544,120544
0.00259145,120544,120544
0.00260999,120544,120544
0.00271239,120544,120544
0.00224439,120544,120544
0.00209367,120544,120544
0.00224186,120544,120544
0.00214516,120544,120544
0.00205626,120544,120544
0.0256726,1536173,1536173
0.0256871,1536173,1536173
0.024734,1536173,1536173
0.0249925,1536173,1536173
0.026779,1536173,1536173
0.0260935,1536173,1536173
0.0260146,1536173,1536173
0.0275539,1536173,1536173
0.0258983,1536173,1536173
0.0253802,1536173,1536173
