0.0030962,5471,999
0.0114357,5471,999
0.00466569,5471,999
0.00487368,5471,999
0.00472952,5471,999
0.00472449,5471,999
0.00479643,5471,999
0.00472041,5471,999
0.00487,5471,999
0.00472808,5471,999
0.297353,80128,9999
0.271789,80128,9999
0.27718,80128,9999
0.268202,80128,9999
0.274602,80128,9999
0.274386,80128,9999
0.274061,80128,9999
0.280095,80128,9999
0.274267,80128,9999
0.274832,80128,9999
26.6355,1246540,99999
25.8947,1246540,99999
26.2435,1246540,99999
26.8884,1246540,99999
26.7341,1246540,99999
26.2621,1246540,99999
26.4817,1246540,99999
26.5378,1246540,99999
26.4956,1246540,99999
27.1433,1246540,99999
