0.00459755,500498,999
0.0042442,500498,999
0.00357038,500498,999
0.00483522,500498,999
0.00522348,500498,999
0.00461569,500498,999
0.00466014,500498,999
0.00530129,500498,999
0.00510374,500498,999
0.00376923,500498,999
0.321956,9491498,9999
0.305387,9491498,9999
0.306342,9491498,9999
0.296306,9491498,9999
0.286307,9491498,9999
0.331108,9491498,9999
0.29809,9491498,9999
0.289042,9491498,9999
0.287735,9491498,9999
0.281106,9491498,9999
28.1299,99508351,99999
29.4774,99508351,99999
27.1947,99508351,99999
26.3324,99508351,99999
26.7209,99508351,99999
26.9235,99508351,99999
27.02,99508351,99999
25236.7,99508351,99999
27.1918,99508351,99999
26.7345,99508351,99999
