0.00271097,5471,999
0.00308232,5471,999
0.0111543,5471,999
0.00657409,5471,999
0.00557172,5471,999
0.00409332,5471,999
0.00436131,5471,999
0.00404208,5471,999
0.0044665,5471,999
0.00389677,5471,999
0.36074,80128,9999
0.327075,80128,9999
0.299947,80128,9999
0.290396,80128,9999
0.285295,80128,9999
0.284417,80128,9999
0.288981,80128,9999
0.284865,80128,9999
0.315286,80128,9999
0.295224,80128,9999
26.4217,1246540,99999
27.5849,1246540,99999
27.9193,1246540,99999
27.4546,1246540,99999
27.4042,1246540,99999
27.4013,1246540,99999
27.3663,1246540,99999
27.1122,1246540,99999
27.4417,1246540,99999
27.1997,1246540,99999
